invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I146196,C128895,Male,69,Clothing,3,900.24,Credit Card,5/5/2022,Emaar Square Mall
I149546,C266866,Male,54,Technology,5,5250.0,Debit Card,4/3/2021,Cevahir AVM
I142916,C113294,Male,63,Souvenir,1,11.73,Credit Card,20/01/2023,Emaar Square Mall
I167815,C317791,Male,39,Shoes,2,1200.34,Credit Card,23/07/2021,Viaport Outlet
I282386,C143628,Male,38,Cosmetics,2,81.32,Credit Card,7/11/2021,Cevahir AVM
I323057,C190645,Male,65,Food & Beverage,5,26.15,Credit Card,15/08/2021,Metropol AVM
I276993,C295755,Male,42,Cosmetics,1,40.66,Credit Card,11/2/2021,Istinye Park
I632607,C205441,Male,50,Clothing,4,1200.32,Credit Card,3/10/2022,Mall of Istanbul
I260549,C320214,Male,66,Clothing,2,600.16,Cash,25/12/2021,Istinye Park
I253622,C104366,Male,23,Clothing,4,1200.32,Cash,27/02/2021,Metropol AVM
I107981,C238179,Male,65,Clothing,3,900.24,Credit Card,20/11/2021,Mall of Istanbul
I144554,C370672,Male,22,Clothing,4,1200.32,Cash,5/7/2022,Kanyon
I309822,C851960,Male,65,Technology,2,2100.0,Credit Card,12/10/2022,Viaport Outlet
I253683,C264210,Male,64,Technology,2,2100.0,Credit Card,13/05/2021,Metrocity
I301735,C219002,Male,18,Food & Beverage,5,26.15,Cash,26/09/2022,Kanyon
I198786,C483697,Male,59,Cosmetics,5,203.3,Credit Card,26/04/2021,Cevahir AVM
I279514,C409933,Male,26,Shoes,3,1800.51,Credit Card,22/08/2022,Mall of Istanbul
I694287,C126110,Male,41,Souvenir,5,58.65,Credit Card,9/2/2023,Mall of Istanbul
I140604,C170651,Male,41,Books,4,60.6,Credit Card,8/9/2021,Metropol AVM
I301486,C133066,Male,31,Books,5,75.75,Credit Card,5/11/2022,Kanyon
I281656,C183673,Male,19,Cosmetics,5,203.3,Cash,27/04/2022,Mall of Istanbul
I320362,C424650,Male,20,Toys,5,179.2,Cash,26/10/2021,Zorlu Center
I110879,C963171,Male,32,Cosmetics,2,81.32,Credit Card,24/09/2021,Cevahir AVM
I380717,C128583,Male,36,Cosmetics,4,162.64,Debit Card,19/08/2022,Emaar Square Mall
I633140,C336500,Male,28,Food & Beverage,2,10.46,Cash,22/05/2022,Emaar Square Mall
I181613,C603813,Male,23,Cosmetics,5,203.3,Credit Card,2/4/2022,Mall of Istanbul
I232276,C266929,Male,68,Cosmetics,2,81.32,Credit Card,15/05/2022,Cevahir AVM
I170418,C254523,Male,42,Shoes,5,3000.85,Credit Card,26/10/2021,Emaar Square Mall
I261524,C139566,Male,41,Clothing,2,600.16,Cash,16/02/2022,Emaar Square Mall
I148168,C171131,Male,49,Food & Beverage,1,5.23,Debit Card,20/11/2022,Mall of Istanbul
I325451,C614508,Male,22,Cosmetics,1,40.66,Credit Card,25/11/2021,Istinye Park
I233259,C835331,Male,20,Clothing,2,600.16,Credit Card,6/5/2022,Forum Istanbul
I204566,C306685,Male,46,Shoes,4,2400.68,Credit Card,16/04/2021,Mall of Istanbul
I213711,C736391,Male,33,Cosmetics,5,203.3,Cash,5/9/2021,Metropol AVM
I232474,C122985,Male,65,Books,3,45.45,Debit Card,13/10/2022,Kanyon
I590539,C164870,Male,24,Clothing,1,300.08,Cash,28/01/2022,Metropol AVM
I187679,C245325,Male,65,Technology,3,3150.0,Credit Card,23/06/2021,Kanyon
I247074,C269189,Male,37,Cosmetics,4,162.64,Credit Card,12/12/2022,Metrocity
I335832,C141390,Male,30,Shoes,4,2400.68,Cash,6/3/2023,Forum Istanbul
I264747,C184553,Male,27,Shoes,3,1800.51,Cash,3/1/2023,Istinye Park
I113983,C266421,Male,32,Clothing,1,300.08,Cash,8/1/2022,Cevahir AVM
I139731,C332259,Male,56,Cosmetics,4,162.64,Cash,30/09/2022,Zorlu Center
I222797,C159178,Male,42,Clothing,4,1200.32,Credit Card,29/06/2022,Istinye Park
I166138,C212388,Male,35,Clothing,4,1200.32,Credit Card,22/01/2021,Mall of Istanbul
I460969,C336390,Male,36,Technology,4,4200.0,Credit Card,9/12/2021,Kanyon
I186387,C940787,Male,48,Clothing,3,900.24,Credit Card,22/08/2021,Kanyon
I200752,C689271,Male,54,Toys,4,143.36,Cash,14/11/2022,Istinye Park
I381554,C649594,Male,35,Clothing,1,300.08,Credit Card,22/07/2021,Metrocity
I185205,C360566,Male,43,Clothing,4,1200.32,Credit Card,3/10/2022,Emaar Square Mall
I143999,C907977,Male,38,Souvenir,1,11.73,Cash,26/10/2021,Kanyon
I235448,C384180,Male,30,Toys,1,35.84,Cash,27/01/2021,Kanyon
I936788,C502449,Male,56,Toys,4,143.36,Credit Card,29/12/2022,Istinye Park
I332699,C503478,Male,67,Clothing,1,300.08,Credit Card,5/5/2021,Metropol AVM
I725087,C312160,Male,43,Clothing,1,300.08,Credit Card,16/04/2022,Mall of Istanbul
I334124,C222863,Male,58,Clothing,5,1500.4,Debit Card,22/11/2021,Viaport Outlet
I319037,C176982,Male,36,Cosmetics,5,203.3,Cash,7/7/2021,Metrocity
I189509,C111140,Male,27,Toys,4,143.36,Credit Card,4/2/2023,Forum Istanbul
I778904,C806156,Male,20,Clothing,1,300.08,Cash,25/03/2021,Mall of Istanbul
I295103,C820216,Male,49,Souvenir,3,35.19,Debit Card,14/08/2022,Istinye Park
I192874,C756585,Male,51,Cosmetics,3,121.98,Credit Card,30/11/2022,Mall of Istanbul
I107771,C585492,Male,42,Clothing,5,1500.4,Credit Card,10/8/2022,Metrocity
I230260,C248230,Male,64,Shoes,5,3000.85,Cash,27/04/2021,Mall of Istanbul
I170413,C302033,Male,30,Shoes,3,1800.51,Debit Card,28/01/2021,Mall of Istanbul
I269442,C237356,Male,36,Clothing,5,1500.4,Debit Card,18/08/2022,Metrocity
I179791,C842623,Male,56,Food & Beverage,5,26.15,Cash,17/11/2021,Viaport Outlet
I160730,C121673,Male,23,Clothing,4,1200.32,Debit Card,24/04/2021,Metropol AVM
I226310,C362469,Male,30,Clothing,1,300.08,Credit Card,29/04/2022,Metrocity
I131886,C314554,Male,31,Clothing,5,1500.4,Cash,31/05/2021,Zorlu Center
I140774,C203627,Male,21,Books,1,15.15,Debit Card,29/12/2022,Viaport Outlet
I159303,C761720,Male,34,Food & Beverage,4,20.92,Credit Card,25/07/2021,Zorlu Center
I369877,C258680,Male,36,Technology,2,2100.0,Cash,18/01/2022,Istinye Park
I321217,C694219,Male,44,Cosmetics,3,121.98,Debit Card,18/04/2022,Kanyon
I780129,C139663,Male,38,Souvenir,4,46.92,Debit Card,24/08/2022,Mall of Istanbul
I255862,C180718,Male,33,Food & Beverage,2,10.46,Credit Card,4/8/2021,Kanyon
I860334,C147895,Male,51,Books,1,15.15,Debit Card,31/05/2022,Mall of Istanbul
I997249,C306383,Male,65,Clothing,2,600.16,Cash,3/2/2023,Metrocity
I643401,C108266,Male,35,Cosmetics,3,121.98,Debit Card,17/06/2022,Zorlu Center
I329440,C283160,Male,58,Cosmetics,4,162.64,Credit Card,29/08/2021,Kanyon
I148772,C449464,Male,65,Toys,4,143.36,Cash,13/01/2022,Istinye Park
I291792,C289616,Male,47,Toys,3,107.52,Debit Card,21/06/2021,Mall of Istanbul
I290848,C239041,Male,58,Cosmetics,1,40.66,Cash,19/11/2022,Zorlu Center
I469508,C214093,Male,47,Shoes,3,1800.51,Cash,8/8/2022,Metrocity
I156237,C279478,Male,28,Clothing,2,600.16,Cash,1/7/2022,Viaport Outlet
I239521,C128563,Male,31,Toys,1,35.84,Debit Card,15/08/2022,Cevahir AVM
I328653,C117969,Male,65,Shoes,1,600.17,Cash,3/11/2022,Istinye Park
I271612,C824628,Male,61,Clothing,5,1500.4,Credit Card,18/04/2021,Cevahir AVM
I886828,C208120,Male,21,Shoes,2,1200.34,Credit Card,9/1/2021,Metropol AVM
I146879,C197392,Male,38,Cosmetics,1,40.66,Cash,8/10/2021,Metrocity
I245792,C329786,Male,47,Clothing,5,1500.4,Cash,15/09/2021,Kanyon
I283827,C942409,Male,33,Shoes,3,1800.51,Cash,8/2/2022,Istinye Park
I246879,C279863,Male,53,Food & Beverage,5,26.15,Credit Card,22/12/2022,Kanyon
I416574,C300128,Male,49,Cosmetics,5,203.3,Cash,9/5/2021,Cevahir AVM
I307638,C319153,Male,41,Shoes,3,1800.51,Credit Card,12/1/2022,Kanyon
I320091,C258319,Male,20,Shoes,4,2400.68,Cash,21/08/2022,Mall of Istanbul
I339969,C238372,Male,66,Toys,2,71.68,Cash,5/4/2021,Metrocity
I276297,C152553,Male,20,Toys,3,107.52,Cash,30/06/2021,Metrocity
I457685,C280122,Male,69,Clothing,5,1500.4,Credit Card,5/1/2023,Mall of Istanbul
I114512,C225078,Male,49,Books,1,15.15,Cash,8/3/2021,Viaport Outlet
I268802,C909132,Male,44,Technology,3,3150.0,Cash,5/6/2021,Metrocity
I275615,C225108,Male,68,Food & Beverage,1,5.23,Credit Card,27/07/2022,Kanyon
I146566,C212352,Male,50,Books,5,75.75,Cash,4/4/2022,Mall of Istanbul
I686437,C656043,Male,23,Shoes,5,3000.85,Credit Card,23/09/2022,Metrocity
I336836,C244966,Male,60,Clothing,1,300.08,Cash,23/07/2022,Mall of Istanbul
I112205,C972819,Male,33,Clothing,3,900.24,Cash,18/05/2022,Kanyon
I705065,C230528,Male,57,Shoes,5,3000.85,Credit Card,9/7/2021,Cevahir AVM
I161807,C191990,Male,63,Clothing,3,900.24,Credit Card,21/11/2022,Emaar Square Mall
I229265,C179991,Male,29,Shoes,1,600.17,Debit Card,9/5/2021,Mall of Istanbul
I132080,C194214,Male,45,Technology,4,4200.0,Credit Card,30/03/2022,Metrocity
I280903,C588845,Male,67,Souvenir,3,35.19,Credit Card,1/4/2022,Metrocity
I339051,C247450,Male,63,Toys,1,35.84,Cash,27/09/2021,Kanyon
I795374,C117626,Male,52,Shoes,2,1200.34,Credit Card,10/6/2021,Cevahir AVM
I704499,C295139,Male,68,Cosmetics,3,121.98,Cash,10/3/2022,Zorlu Center
I100829,C115788,Male,32,Souvenir,5,58.65,Credit Card,30/07/2021,Istinye Park
I902387,C103276,Male,28,Shoes,3,1800.51,Debit Card,4/2/2021,Viaport Outlet
I564519,C954234,Male,49,Clothing,4,1200.32,Debit Card,27/04/2022,Metrocity
I179515,C114501,Male,22,Food & Beverage,3,15.69,Credit Card,11/7/2022,Mall of Istanbul
I961779,C162095,Male,59,Souvenir,2,23.46,Credit Card,5/7/2021,Mall of Istanbul
I311500,C795567,Male,39,Food & Beverage,4,20.92,Cash,31/12/2022,Kanyon
I138279,C190542,Male,45,Technology,4,4200.0,Credit Card,11/6/2021,Mall of Istanbul
I292205,C291216,Male,68,Technology,2,2100.0,Credit Card,15/02/2021,Metrocity
I171087,C986271,Male,69,Toys,1,35.84,Debit Card,15/08/2021,Forum Istanbul
I275804,C210110,Male,22,Food & Beverage,4,20.92,Debit Card,24/06/2022,Forum Istanbul
I216825,C302035,Male,49,Souvenir,4,46.92,Credit Card,18/05/2021,Metrocity
I164353,C446011,Male,23,Food & Beverage,3,15.69,Credit Card,24/05/2021,Metropol AVM
I331859,C174608,Male,53,Souvenir,4,46.92,Debit Card,13/12/2021,Istinye Park
I171236,C644053,Male,28,Clothing,5,1500.4,Cash,7/2/2022,Metrocity
I245872,C152785,Male,37,Souvenir,5,58.65,Debit Card,11/6/2022,Kanyon
I308582,C124474,Male,41,Souvenir,3,35.19,Credit Card,6/1/2022,Metropol AVM
I165582,C224955,Male,60,Cosmetics,5,203.3,Debit Card,3/1/2023,Mall of Istanbul
I139516,C206427,Male,42,Books,3,45.45,Debit Card,28/07/2022,Kanyon
I336411,C183111,Male,56,Toys,2,71.68,Credit Card,2/11/2021,Istinye Park
I100795,C232822,Male,62,Books,2,30.3,Debit Card,6/7/2022,Kanyon
I334213,C322370,Male,24,Toys,1,35.84,Credit Card,30/08/2021,Metrocity
I317848,C362325,Male,36,Clothing,4,1200.32,Credit Card,29/06/2022,Istinye Park
I122974,C203549,Male,29,Souvenir,1,11.73,Credit Card,28/10/2021,Metrocity
I151060,C316307,Male,60,Cosmetics,4,162.64,Debit Card,14/06/2021,Metrocity
I321046,C477063,Male,51,Clothing,3,900.24,Credit Card,8/11/2022,Metrocity
I470316,C254998,Male,62,Cosmetics,1,40.66,Credit Card,29/05/2022,Kanyon
I332187,C214406,Male,44,Clothing,3,900.24,Cash,17/02/2022,Kanyon
I105608,C120193,Male,42,Food & Beverage,1,5.23,Credit Card,24/08/2022,Kanyon
I194724,C246303,Male,67,Clothing,2,600.16,Debit Card,31/01/2023,Kanyon
I230252,C276036,Male,50,Shoes,3,1800.51,Cash,7/4/2022,Metropol AVM
I111791,C229542,Male,28,Clothing,1,300.08,Cash,22/03/2021,Cevahir AVM
I150451,C313704,Male,44,Cosmetics,5,203.3,Credit Card,11/4/2022,Mall of Istanbul
I100126,C103405,Male,31,Clothing,3,900.24,Credit Card,26/03/2022,Emaar Square Mall
I298598,C805188,Male,23,Shoes,5,3000.85,Debit Card,1/9/2021,Mall of Istanbul
I187786,C443467,Male,52,Clothing,5,1500.4,Cash,30/06/2021,Viaport Outlet
I105890,C176658,Male,47,Clothing,4,1200.32,Cash,2/7/2021,Kanyon
I189082,C248837,Male,32,Cosmetics,3,121.98,Cash,27/04/2022,Cevahir AVM
I332814,C156079,Male,36,Souvenir,1,11.73,Debit Card,11/2/2023,Kanyon
I265883,C428646,Male,47,Cosmetics,1,40.66,Credit Card,3/7/2021,Viaport Outlet
I215635,C263703,Male,49,Cosmetics,3,121.98,Debit Card,3/11/2021,Kanyon
I263242,C135964,Male,69,Cosmetics,2,81.32,Cash,17/07/2021,Kanyon
I535236,C144370,Male,31,Clothing,2,600.16,Credit Card,20/07/2021,Metrocity
I130268,C217876,Male,66,Clothing,2,600.16,Debit Card,22/09/2021,Viaport Outlet
I161202,C122899,Male,57,Technology,2,2100.0,Debit Card,27/04/2021,Kanyon
I142899,C197988,Male,26,Food & Beverage,4,20.92,Debit Card,26/09/2022,Mall of Istanbul
I255109,C322058,Male,32,Clothing,5,1500.4,Credit Card,24/01/2022,Zorlu Center
I454226,C317654,Male,18,Cosmetics,1,40.66,Cash,18/06/2022,Kanyon
I236322,C171909,Male,19,Toys,2,71.68,Debit Card,12/2/2023,Cevahir AVM
I806979,C311381,Male,25,Shoes,5,3000.85,Credit Card,17/02/2022,Istinye Park
I259137,C129133,Male,59,Clothing,4,1200.32,Debit Card,9/6/2021,Kanyon
I151160,C340215,Male,39,Cosmetics,2,81.32,Cash,23/04/2021,Metrocity
I154725,C544940,Male,63,Clothing,2,600.16,Cash,8/3/2022,Mall of Istanbul
I122245,C130060,Male,32,Cosmetics,5,203.3,Cash,27/12/2022,Mall of Istanbul
I276853,C166177,Male,22,Food & Beverage,3,15.69,Debit Card,21/07/2021,Metrocity
I211719,C110297,Male,66,Souvenir,4,46.92,Cash,11/9/2021,Zorlu Center
I113763,C258444,Male,23,Toys,3,107.52,Cash,8/2/2023,Emaar Square Mall
I339422,C281664,Male,41,Clothing,1,300.08,Credit Card,26/08/2022,Kanyon
I698360,C275419,Male,22,Clothing,4,1200.32,Cash,7/7/2021,Zorlu Center
I158505,C611888,Male,65,Cosmetics,4,162.64,Cash,5/5/2022,Metrocity
I880917,C140641,Male,65,Clothing,3,900.24,Credit Card,26/04/2021,Istinye Park
I308047,C219753,Male,45,Food & Beverage,1,5.23,Credit Card,1/1/2023,Istinye Park
I888371,C683831,Male,19,Cosmetics,5,203.3,Debit Card,13/09/2021,Zorlu Center
I174095,C833349,Male,36,Food & Beverage,4,20.92,Cash,24/04/2021,Metropol AVM
I288769,C440666,Male,54,Clothing,1,300.08,Cash,17/08/2021,Cevahir AVM
I734969,C317506,Male,27,Shoes,2,1200.34,Credit Card,3/3/2023,Zorlu Center
I401325,C224564,Male,51,Cosmetics,5,203.3,Cash,7/10/2022,Zorlu Center
I324110,C289412,Male,38,Shoes,3,1800.51,Cash,10/4/2022,Mall of Istanbul
I290833,C492949,Male,43,Clothing,5,1500.4,Cash,23/08/2021,Metrocity
I302535,C300700,Male,59,Cosmetics,3,121.98,Cash,28/10/2022,Metropol AVM
I559223,C212493,Male,41,Clothing,3,900.24,Credit Card,8/10/2022,Mall of Istanbul
I251372,C437931,Male,18,Souvenir,1,11.73,Cash,15/12/2021,Metrocity
I230753,C285188,Male,27,Cosmetics,1,40.66,Credit Card,12/10/2021,Metropol AVM
I140204,C100272,Male,23,Food & Beverage,4,20.92,Cash,3/3/2022,Metrocity
I254559,C239352,Male,57,Books,2,30.3,Credit Card,13/09/2021,Kanyon
I161483,C289717,Male,19,Books,3,45.45,Cash,14/05/2021,Mall of Istanbul
I135132,C724004,Male,64,Cosmetics,5,203.3,Cash,28/02/2022,Metrocity
I543854,C485938,Male,36,Shoes,3,1800.51,Credit Card,12/11/2021,Istinye Park
I122670,C376952,Male,69,Cosmetics,5,203.3,Credit Card,2/8/2021,Mall of Istanbul
I108690,C141392,Male,58,Cosmetics,2,81.32,Cash,21/08/2022,Metrocity
I413514,C192993,Male,41,Food & Beverage,2,10.46,Cash,23/02/2022,Metropol AVM
I117603,C184082,Male,60,Shoes,2,1200.34,Cash,13/05/2021,Viaport Outlet
I313376,C289820,Male,24,Toys,2,71.68,Cash,20/05/2021,Forum Istanbul
I642546,C249919,Male,41,Clothing,5,1500.4,Cash,19/02/2021,Kanyon
I188317,C231591,Male,45,Clothing,2,600.16,Credit Card,30/11/2022,Metrocity
I245829,C318716,Male,31,Books,5,75.75,Credit Card,23/07/2022,Kanyon
I228070,C640557,Male,60,Shoes,4,2400.68,Debit Card,20/03/2022,Viaport Outlet
I136900,C278087,Male,59,Cosmetics,4,162.64,Cash,25/07/2022,Mall of Istanbul
I238055,C155160,Male,63,Souvenir,3,35.19,Credit Card,5/6/2021,Kanyon
I295796,C503929,Male,26,Toys,2,71.68,Cash,3/1/2023,Mall of Istanbul
I199484,C288419,Male,62,Cosmetics,1,40.66,Credit Card,8/2/2021,Kanyon
I419568,C147600,Male,22,Toys,2,71.68,Cash,8/11/2021,Metropol AVM
I963181,C312336,Male,66,Clothing,1,300.08,Cash,16/06/2021,Kanyon
I296997,C295536,Male,19,Food & Beverage,2,10.46,Cash,6/3/2021,Metropol AVM
I200149,C743002,Male,21,Cosmetics,5,203.3,Cash,23/11/2022,Zorlu Center
I311589,C198119,Male,56,Food & Beverage,4,20.92,Credit Card,3/8/2022,Metropol AVM
I931953,C236603,Male,38,Shoes,3,1800.51,Credit Card,4/4/2022,Kanyon
I181566,C492590,Male,65,Food & Beverage,2,10.46,Cash,5/3/2021,Zorlu Center
I309579,C259163,Male,67,Toys,3,107.52,Cash,17/03/2022,Emaar Square Mall
I231722,C297521,Male,41,Food & Beverage,1,5.23,Credit Card,22/11/2021,Viaport Outlet
I107710,C335270,Male,63,Food & Beverage,1,5.23,Credit Card,5/9/2021,Mall of Istanbul
I110679,C747510,Male,21,Clothing,2,600.16,Cash,8/8/2021,Kanyon
I115498,C220040,Male,37,Technology,4,4200.0,Cash,24/01/2022,Kanyon
I295429,C228525,Male,48,Cosmetics,5,203.3,Cash,21/03/2022,Kanyon
I274333,C299827,Male,28,Books,3,45.45,Cash,16/12/2021,Kanyon
I505087,C439366,Male,52,Toys,1,35.84,Cash,28/10/2021,Kanyon
I171165,C169862,Male,68,Clothing,5,1500.4,Cash,9/8/2022,Mall of Istanbul
I619930,C229543,Male,56,Toys,4,143.36,Credit Card,25/12/2022,Istinye Park
I818496,C187662,Male,59,Cosmetics,3,121.98,Credit Card,21/09/2022,Metropol AVM
I165396,C307537,Male,25,Toys,3,107.52,Cash,19/07/2021,Viaport Outlet
I459035,C296085,Male,20,Technology,4,4200.0,Credit Card,8/12/2021,Kanyon
I311568,C132711,Male,18,Technology,4,4200.0,Credit Card,25/08/2021,Mall of Istanbul
I845916,C637493,Male,62,Food & Beverage,2,10.46,Debit Card,10/3/2021,Istinye Park
I310480,C117410,Male,27,Clothing,2,600.16,Cash,29/12/2022,Zorlu Center
I323359,C106181,Male,40,Cosmetics,3,121.98,Debit Card,5/2/2022,Metrocity
I310804,C154936,Male,57,Clothing,4,1200.32,Cash,3/8/2021,Metrocity
I292787,C103838,Male,52,Cosmetics,5,203.3,Debit Card,17/10/2021,Mall of Istanbul
I332474,C760558,Male,46,Souvenir,3,35.19,Credit Card,25/06/2021,Forum Istanbul
I123742,C316201,Male,52,Clothing,3,900.24,Cash,13/10/2021,Metrocity
I147243,C273944,Male,24,Cosmetics,2,81.32,Cash,9/3/2022,Emaar Square Mall
I291680,C113436,Male,22,Shoes,2,1200.34,Credit Card,29/11/2022,Cevahir AVM
I297328,C307539,Male,62,Cosmetics,4,162.64,Credit Card,20/01/2022,Istinye Park
I183422,C202223,Male,47,Cosmetics,5,203.3,Cash,3/8/2022,Metrocity
I171322,C242539,Male,35,Toys,4,143.36,Credit Card,27/09/2021,Cevahir AVM
I800184,C202459,Male,61,Clothing,5,1500.4,Cash,17/10/2021,Forum Istanbul
I201317,C241662,Male,41,Food & Beverage,1,5.23,Credit Card,9/12/2021,Mall of Istanbul
I417628,C794476,Male,28,Clothing,4,1200.32,Cash,10/2/2023,Istinye Park
I123414,C231138,Male,38,Souvenir,4,46.92,Debit Card,25/12/2022,Kanyon
I943501,C184634,Male,49,Cosmetics,1,40.66,Cash,19/05/2021,Mall of Istanbul
I786123,C151881,Male,25,Cosmetics,4,162.64,Cash,24/11/2021,Zorlu Center
I186669,C139116,Male,47,Clothing,1,300.08,Credit Card,14/09/2021,Kanyon
I491425,C255878,Male,20,Shoes,2,1200.34,Cash,17/03/2021,Metrocity
I184535,C607830,Male,28,Clothing,4,1200.32,Cash,22/02/2022,Zorlu Center
I395879,C262721,Male,40,Food & Beverage,5,26.15,Cash,23/01/2022,Forum Istanbul
I216288,C276305,Male,32,Clothing,5,1500.4,Cash,3/2/2022,Mall of Istanbul
I917955,C296953,Male,25,Shoes,3,1800.51,Cash,24/04/2022,Cevahir AVM
I337380,C155797,Male,49,Toys,1,35.84,Credit Card,13/07/2021,Metropol AVM
I190741,C143047,Male,48,Books,3,45.45,Debit Card,3/3/2023,Mall of Istanbul
I331109,C124016,Male,24,Technology,2,2100.0,Cash,15/01/2022,Metropol AVM
I188555,C484707,Male,65,Cosmetics,2,81.32,Cash,28/06/2022,Mall of Istanbul
I260839,C282392,Male,43,Souvenir,1,11.73,Credit Card,22/09/2022,Metropol AVM
I307603,C134090,Male,19,Clothing,2,600.16,Cash,15/08/2022,Kanyon
I100565,C833577,Male,42,Clothing,5,1500.4,Cash,17/09/2022,Metropol AVM
I241626,C946416,Male,33,Books,4,60.6,Credit Card,31/01/2022,Metrocity
I105856,C234603,Male,32,Cosmetics,1,40.66,Cash,3/11/2021,Kanyon
I802055,C304663,Male,34,Food & Beverage,2,10.46,Credit Card,21/02/2023,Istinye Park
I985303,C274249,Male,36,Souvenir,1,11.73,Debit Card,28/02/2021,Metrocity
I699993,C289309,Male,42,Cosmetics,3,121.98,Credit Card,3/1/2022,Kanyon
I331279,C320325,Male,29,Clothing,3,900.24,Cash,5/1/2022,Metropol AVM
I799681,C170559,Male,64,Clothing,3,900.24,Debit Card,22/02/2021,Mall of Istanbul
I128074,C676808,Male,55,Books,4,60.6,Cash,18/08/2021,Cevahir AVM
I152390,C333303,Male,20,Books,5,75.75,Cash,7/5/2021,Mall of Istanbul
I316902,C524383,Male,59,Toys,2,71.68,Debit Card,20/02/2022,Mall of Istanbul
I201914,C268865,Male,41,Books,2,30.3,Credit Card,19/02/2021,Kanyon
I259130,C259941,Male,59,Clothing,5,1500.4,Cash,22/07/2021,Kanyon
I306980,C622249,Male,49,Toys,1,35.84,Debit Card,23/12/2021,Metrocity
I483317,C230589,Male,53,Clothing,4,1200.32,Credit Card,13/04/2022,Cevahir AVM
I306192,C272097,Male,19,Toys,5,179.2,Cash,9/8/2021,Metropol AVM
I135713,C241721,Male,51,Cosmetics,5,203.3,Credit Card,3/2/2021,Metropol AVM
I244540,C154335,Male,50,Technology,2,2100.0,Cash,6/4/2021,Kanyon
I257822,C195344,Male,67,Clothing,5,1500.4,Credit Card,24/01/2021,Mall of Istanbul
I687607,C299742,Male,49,Technology,3,3150.0,Credit Card,1/7/2021,Emaar Square Mall
I854389,C218722,Male,20,Books,5,75.75,Debit Card,6/4/2021,Istinye Park
I140461,C199588,Male,43,Cosmetics,5,203.3,Cash,4/6/2021,Metropol AVM
I107407,C519121,Male,33,Technology,5,5250.0,Credit Card,8/11/2022,Metrocity
I197303,C110309,Male,26,Books,5,75.75,Credit Card,15/10/2022,Kanyon
I281030,C196154,Male,23,Food & Beverage,2,10.46,Cash,6/11/2021,Metropol AVM
I334008,C240937,Male,61,Clothing,5,1500.4,Cash,2/3/2023,Mall of Istanbul
I123389,C104755,Male,42,Books,2,30.3,Debit Card,24/08/2022,Metropol AVM
I492790,C266855,Male,49,Clothing,3,900.24,Cash,10/3/2022,Viaport Outlet
I133233,C274243,Male,19,Food & Beverage,5,26.15,Cash,6/12/2022,Viaport Outlet
I225819,C120471,Male,18,Cosmetics,5,203.3,Debit Card,21/05/2021,Istinye Park
I104683,C215955,Male,20,Cosmetics,1,40.66,Cash,13/02/2022,Forum Istanbul
I255313,C240595,Male,69,Food & Beverage,2,10.46,Debit Card,24/05/2021,Mall of Istanbul
I674977,C286724,Male,23,Toys,5,179.2,Credit Card,2/7/2022,Metropol AVM
I773836,C311003,Male,64,Cosmetics,3,121.98,Cash,20/11/2021,Metrocity
I297364,C446256,Male,58,Clothing,1,300.08,Debit Card,4/2/2022,Emaar Square Mall
I117791,C227630,Male,48,Clothing,2,600.16,Credit Card,15/06/2022,Zorlu Center
I268854,C142938,Male,63,Toys,5,179.2,Cash,16/10/2022,Mall of Istanbul
I277107,C824174,Male,42,Food & Beverage,2,10.46,Debit Card,11/12/2022,Kanyon
I201122,C892980,Male,20,Food & Beverage,1,5.23,Credit Card,25/10/2021,Istinye Park
I316010,C147713,Male,51,Clothing,3,900.24,Cash,15/10/2021,Kanyon
I327309,C295970,Male,48,Clothing,5,1500.4,Debit Card,30/01/2023,Cevahir AVM
I285528,C307187,Male,31,Clothing,4,1200.32,Debit Card,24/03/2021,Metrocity
I262869,C732450,Male,28,Clothing,1,300.08,Credit Card,9/9/2022,Metrocity
I146693,C291895,Male,68,Cosmetics,4,162.64,Cash,15/07/2021,Kanyon
I172159,C116090,Male,62,Toys,4,143.36,Debit Card,6/9/2021,Istinye Park
I214295,C513452,Male,46,Clothing,5,1500.4,Credit Card,6/6/2021,Kanyon
I457798,C200451,Male,33,Clothing,1,300.08,Credit Card,1/9/2022,Metrocity
